INDIVIDUAL,Lake,SITE,DATE ,COLLECTOR,# of rocks,rock 1,rock 2,rock 3,rock 4,rock 5,EXAMINED BY,DATE EXAMINED,Microscope,MAGNIFICATION,Order,Family,Genus ,SIZE (mm),Notes 
10,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
11,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
12,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
13,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
14,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
15,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
16,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
17,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
18,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
19,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
20,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
21,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
22,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
23,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
24,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
25,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
26,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
27,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,5,
28,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
29,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
30,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
31,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
32,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
33,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,4,
34,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
35,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
36,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
37,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
38,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
1,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
2,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
3,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
4,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
5,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
6,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
7,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
8,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
9,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
10,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
11,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
12,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3.5,
13,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
14,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
15,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
16,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
17,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
18,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
19,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
20,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
21,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
22,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
23,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
24,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4,
25,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4.5,
26,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
27,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
28,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
29,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
30,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
31,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,4.5,
32,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
33,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
34,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,ephemerop,ameletidae,ameletus,3,
1,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
2,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
3,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4.5,
4,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
5,GL4,Gl4_3IN,8/21/18,SY,5,1.5,2,1.9,1.8,1.7,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
1,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
2,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
3,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,10,
4,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
5,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
6,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
7,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
8,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
9,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
10,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
11,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
12,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
13,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
14,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,5,
15,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
16,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
17,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
18,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,2,
19,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,3,
20,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
21,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
22,GL4,Gl4_5W,8/21/18,SY,5,1.8,1.7,2,2,1.2,SY,8/22/18,SZ51,0.8,trichop,apataniidae,apatania,4,
1,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
2,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
3,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
4,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
5,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
6,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
7,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
8,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
9,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
10,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
11,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
12,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
13,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
14,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,diptera,chironomidae,NA,1,
1,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
2,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
3,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
4,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
5,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
6,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
7,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
8,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
9,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1.5,
10,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
11,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2.5,
12,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
13,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
14,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
15,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1.3,
16,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
17,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
18,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
19,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,2,
20,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,3,
21,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
22,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,rhynchobdellida,glossiphoniidae,NA,1,
1,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,5,
2,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,4,
3,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,3,
4,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,5,
5,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,2,
6,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,6,
7,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,1.5,
8,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,1.5,
9,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,1.5,
10,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,3,
11,GL4,Gl4_6OUT,8/21/18,SY,5,1.5,2,2.5,1,1.5,SY,8/22/18,SZ51,0.8,ephemerop,baetidae ,,4,
1,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
2,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
3,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
4,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
5,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
6,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
7,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
8,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
9,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
10,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,2,
11,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4.5,
12,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
13,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,2,
14,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
15,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
16,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
17,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,3,
18,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
19,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,3,
20,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,2,
21,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,3,
22,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,3,
23,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,3,
24,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
25,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,3,
26,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,2,
27,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,3,
28,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,5,
29,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
30,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,5,
31,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
32,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,4,
33,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,2.5,
34,GL4,Gl4_2E,8/23/18,SY,5,2.1,1.8,3.1,1,0.5,SY,8/27/18,SZ51,0.8,trichop,apataniidae,apatania,2,
